% function evaluation | noise-free fitness - Fopt (-6,211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4,711313791e+08 +4,711313791e+08 +4,711307580e+08 +4,711307580e+08 -2,1034e-01 -4,0225e+00 -4,7933e+00 -4,7141e+00 -8,3525e-01 +2,8975e+00 -1,3579e+00 +3,3628e+00 +2,1290e+00 +9,3937e-02
2 +3,878645233e+08 +3,878645233e+08 +3,878639022e+08 +3,878639022e+08 -1,9476e+00 -2,6806e+00 +5,7945e-02 -6,6797e-01 +9,6445e-01 -4,2838e+00 +2,0426e+00 +4,2084e+00 -1,7568e+00 -1,4118e-01
6 +1,149492226e+08 +1,149492226e+08 +1,149486015e+08 +1,149486015e+08 +4,7569e+00 +3,8626e+00 -1,1555e+00 +5,9541e-01 +5,3743e+00 +3,5823e+00 -3,1862e+00 +3,4790e+00 +1,5805e+00 +1,6192e+00
11 +4,523086186e+07 +4,523086186e+07 +4,523024075e+07 +4,523024075e+07 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00 +0,0000e+00
